"p","U:0","U:1","U:2","k","nut","omega","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-8.72095e+004,-3.86139e+002,-2.66901e+000,2.03665e+001,1.97689e+002,2.68650e+001,4.19010e+000,1,8.00000e+001,-1.92000e+003,0.00000e+000,0.00000e+000
-8.72645e+004,-3.84264e+002,-2.49938e+000,1.92057e+001,1.88775e+002,2.59866e+001,4.06502e+000,1,8.40000e+001,-1.91600e+003,0.00000e+000,0.00000e+000
-8.73196e+004,-3.82390e+002,-2.32976e+000,1.80449e+001,1.79860e+002,2.51082e+001,3.93994e+000,1,8.80000e+001,-1.91200e+003,0.00000e+000,0.00000e+000
-8.73746e+004,-3.80516e+002,-2.16013e+000,1.68841e+001,1.70946e+002,2.42298e+001,3.81487e+000,1,9.20000e+001,-1.90800e+003,0.00000e+000,0.00000e+000
-8.74297e+004,-3.78642e+002,-1.99051e+000,1.57232e+001,1.62032e+002,2.33514e+001,3.68979e+000,1,9.60000e+001,-1.90400e+003,0.00000e+000,0.00000e+000
-8.74848e+004,-3.76767e+002,-1.82088e+000,1.45624e+001,1.53118e+002,2.24730e+001,3.56471e+000,1,1.00000e+002,-1.90000e+003,0.00000e+000,0.00000e+000
-8.75398e+004,-3.74893e+002,-1.65126e+000,1.34016e+001,1.44203e+002,2.15946e+001,3.43964e+000,1,1.04000e+002,-1.89600e+003,0.00000e+000,0.00000e+000
-8.75949e+004,-3.73019e+002,-1.48163e+000,1.22408e+001,1.35289e+002,2.07162e+001,3.31456e+000,1,1.08000e+002,-1.89200e+003,0.00000e+000,0.00000e+000
-8.76499e+004,-3.71145e+002,-1.31201e+000,1.10799e+001,1.26375e+002,1.98378e+001,3.18948e+000,1,1.12000e+002,-1.88800e+003,0.00000e+000,0.00000e+000
-8.77050e+004,-3.69271e+002,-1.14239e+000,9.91912e+000,1.17461e+002,1.89593e+001,3.06441e+000,1,1.16000e+002,-1.88400e+003,0.00000e+000,0.00000e+000
-8.77601e+004,-3.67396e+002,-9.72761e-001,8.75830e+000,1.08546e+002,1.80809e+001,2.93933e+000,1,1.20000e+002,-1.88000e+003,0.00000e+000,0.00000e+000
-8.78151e+004,-3.65522e+002,-8.03137e-001,7.59748e+000,9.96321e+001,1.72025e+001,2.81425e+000,1,1.24000e+002,-1.87600e+003,0.00000e+000,0.00000e+000
-8.78702e+004,-3.63648e+002,-6.33512e-001,6.43666e+000,9.07179e+001,1.63241e+001,2.68918e+000,1,1.28000e+002,-1.87200e+003,0.00000e+000,0.00000e+000
-8.79252e+004,-3.61774e+002,-4.63888e-001,5.27583e+000,8.18036e+001,1.54457e+001,2.56410e+000,1,1.32000e+002,-1.86800e+003,0.00000e+000,0.00000e+000
-8.79803e+004,-3.59900e+002,-2.94263e-001,4.11501e+000,7.28894e+001,1.45673e+001,2.43902e+000,1,1.36000e+002,-1.86400e+003,0.00000e+000,0.00000e+000
-8.80354e+004,-3.58025e+002,-1.24639e-001,2.95419e+000,6.39751e+001,1.36889e+001,2.31394e+000,1,1.40000e+002,-1.86000e+003,0.00000e+000,0.00000e+000
-8.80904e+004,-3.56151e+002,4.49854e-002,1.79337e+000,5.50609e+001,1.28105e+001,2.18887e+000,1,1.44000e+002,-1.85600e+003,0.00000e+000,0.00000e+000
-8.81455e+004,-3.54277e+002,2.14610e-001,6.32546e-001,4.61467e+001,1.19321e+001,2.06379e+000,1,1.48000e+002,-1.85200e+003,0.00000e+000,0.00000e+000
-8.82005e+004,-3.52403e+002,3.84234e-001,-5.28276e-001,3.72324e+001,1.10536e+001,1.93871e+000,1,1.52000e+002,-1.84800e+003,0.00000e+000,0.00000e+000
-8.82556e+004,-3.50528e+002,5.53859e-001,-1.68910e+000,2.83182e+001,1.01752e+001,1.81364e+000,1,1.56000e+002,-1.84400e+003,0.00000e+000,0.00000e+000
-8.83107e+004,-3.48654e+002,7.23483e-001,-2.84992e+000,1.94039e+001,9.29683e+000,1.68856e+000,1,1.60000e+002,-1.84000e+003,0.00000e+000,0.00000e+000
-8.82749e+004,-3.49143e+002,6.10358e-001,-2.58540e+000,1.93178e+001,9.25808e+000,1.68683e+000,1,1.64000e+002,-1.83600e+003,0.00000e+000,0.00000e+000
-8.82391e+004,-3.49631e+002,4.97233e-001,-2.32089e+000,1.92317e+001,9.21934e+000,1.68511e+000,1,1.68000e+002,-1.83200e+003,0.00000e+000,0.00000e+000
-8.82034e+004,-3.50119e+002,3.84107e-001,-2.05637e+000,1.91456e+001,9.18060e+000,1.68338e+000,1,1.72000e+002,-1.82800e+003,0.00000e+000,0.00000e+000
-8.81676e+004,-3.50607e+002,2.70982e-001,-1.79186e+000,1.90595e+001,9.14186e+000,1.68165e+000,1,1.76000e+002,-1.82400e+003,0.00000e+000,0.00000e+000
-8.81318e+004,-3.51096e+002,1.57857e-001,-1.52734e+000,1.89734e+001,9.10311e+000,1.67993e+000,1,1.80000e+002,-1.82000e+003,0.00000e+000,0.00000e+000
-8.80961e+004,-3.51584e+002,4.47316e-002,-1.26282e+000,1.88872e+001,9.06437e+000,1.67820e+000,1,1.84000e+002,-1.81600e+003,0.00000e+000,0.00000e+000
-8.80603e+004,-3.52072e+002,-6.83936e-002,-9.98307e-001,1.88011e+001,9.02563e+000,1.67647e+000,1,1.88000e+002,-1.81200e+003,0.00000e+000,0.00000e+000
-8.80246e+004,-3.52561e+002,-1.81519e-001,-7.33791e-001,1.87150e+001,8.98688e+000,1.67475e+000,1,1.92000e+002,-1.80800e+003,0.00000e+000,0.00000e+000
-8.79888e+004,-3.53049e+002,-2.94644e-001,-4.69274e-001,1.86289e+001,8.94814e+000,1.67302e+000,1,1.96000e+002,-1.80400e+003,0.00000e+000,0.00000e+000
-8.79530e+004,-3.53537e+002,-4.07769e-001,-2.04758e-001,1.85428e+001,8.90940e+000,1.67129e+000,1,2.00000e+002,-1.80000e+003,0.00000e+000,0.00000e+000
-8.79173e+004,-3.54025e+002,-5.20895e-001,5.97580e-002,1.84567e+001,8.87066e+000,1.66957e+000,1,2.04000e+002,-1.79600e+003,0.00000e+000,0.00000e+000
-8.78815e+004,-3.54514e+002,-6.34020e-001,3.24274e-001,1.83706e+001,8.83191e+000,1.66784e+000,1,2.08000e+002,-1.79200e+003,0.00000e+000,0.00000e+000
-8.78458e+004,-3.55002e+002,-7.47145e-001,5.88790e-001,1.82844e+001,8.79317e+000,1.66611e+000,1,2.12000e+002,-1.78800e+003,0.00000e+000,0.00000e+000
-8.78100e+004,-3.55490e+002,-8.60270e-001,8.53306e-001,1.81983e+001,8.75443e+000,1.66439e+000,1,2.16000e+002,-1.78400e+003,0.00000e+000,0.00000e+000
-8.77742e+004,-3.55979e+002,-9.73396e-001,1.11782e+000,1.81122e+001,8.71568e+000,1.66266e+000,1,2.20000e+002,-1.78000e+003,0.00000e+000,0.00000e+000
-8.77385e+004,-3.56467e+002,-1.08652e+000,1.38234e+000,1.80261e+001,8.67694e+000,1.66094e+000,1,2.24000e+002,-1.77600e+003,0.00000e+000,0.00000e+000
-8.77027e+004,-3.56955e+002,-1.19965e+000,1.64685e+000,1.79400e+001,8.63820e+000,1.65921e+000,1,2.28000e+002,-1.77200e+003,0.00000e+000,0.00000e+000
-8.76669e+004,-3.57444e+002,-1.31277e+000,1.91137e+000,1.78539e+001,8.59946e+000,1.65748e+000,1,2.32000e+002,-1.76800e+003,0.00000e+000,0.00000e+000
-8.76312e+004,-3.57932e+002,-1.42590e+000,2.17589e+000,1.77677e+001,8.56071e+000,1.65576e+000,1,2.36000e+002,-1.76400e+003,0.00000e+000,0.00000e+000
-8.75954e+004,-3.58420e+002,-1.53902e+000,2.44040e+000,1.76816e+001,8.52197e+000,1.65403e+000,1,2.40000e+002,-1.76000e+003,0.00000e+000,0.00000e+000
-8.75794e+004,-3.58203e+002,-1.46852e+000,2.30731e+000,1.77072e+001,8.52490e+000,1.65537e+000,1,2.44000e+002,-1.75600e+003,0.00000e+000,0.00000e+000
-8.75633e+004,-3.57985e+002,-1.39802e+000,2.17421e+000,1.77328e+001,8.52783e+000,1.65670e+000,1,2.48000e+002,-1.75200e+003,0.00000e+000,0.00000e+000
-8.75473e+004,-3.57768e+002,-1.32753e+000,2.04111e+000,1.77584e+001,8.53077e+000,1.65804e+000,1,2.52000e+002,-1.74800e+003,0.00000e+000,0.00000e+000
-8.75313e+004,-3.57550e+002,-1.25703e+000,1.90802e+000,1.77840e+001,8.53370e+000,1.65938e+000,1,2.56000e+002,-1.74400e+003,0.00000e+000,0.00000e+000
-8.75152e+004,-3.57333e+002,-1.18653e+000,1.77492e+000,1.78095e+001,8.53663e+000,1.66071e+000,1,2.60000e+002,-1.74000e+003,0.00000e+000,0.00000e+000
-8.74992e+004,-3.57115e+002,-1.11603e+000,1.64182e+000,1.78351e+001,8.53956e+000,1.66205e+000,1,2.64000e+002,-1.73600e+003,0.00000e+000,0.00000e+000
-8.74831e+004,-3.56898e+002,-1.04553e+000,1.50873e+000,1.78607e+001,8.54249e+000,1.66339e+000,1,2.68000e+002,-1.73200e+003,0.00000e+000,0.00000e+000
-8.74671e+004,-3.56680e+002,-9.75031e-001,1.37563e+000,1.78863e+001,8.54543e+000,1.66472e+000,1,2.72000e+002,-1.72800e+003,0.00000e+000,0.00000e+000
-8.74511e+004,-3.56463e+002,-9.04532e-001,1.24253e+000,1.79119e+001,8.54836e+000,1.66606e+000,1,2.76000e+002,-1.72400e+003,0.00000e+000,0.00000e+000
-8.74350e+004,-3.56245e+002,-8.34033e-001,1.10944e+000,1.79374e+001,8.55129e+000,1.66740e+000,1,2.80000e+002,-1.72000e+003,0.00000e+000,0.00000e+000
-8.74190e+004,-3.56028e+002,-7.63534e-001,9.76339e-001,1.79630e+001,8.55422e+000,1.66873e+000,1,2.84000e+002,-1.71600e+003,0.00000e+000,0.00000e+000
-8.74030e+004,-3.55810e+002,-6.93035e-001,8.43243e-001,1.79886e+001,8.55715e+000,1.67007e+000,1,2.88000e+002,-1.71200e+003,0.00000e+000,0.00000e+000
-8.73869e+004,-3.55592e+002,-6.22537e-001,7.10146e-001,1.80142e+001,8.56009e+000,1.67141e+000,1,2.92000e+002,-1.70800e+003,0.00000e+000,0.00000e+000
-8.73709e+004,-3.55375e+002,-5.52038e-001,5.77049e-001,1.80398e+001,8.56302e+000,1.67274e+000,1,2.96000e+002,-1.70400e+003,0.00000e+000,0.00000e+000
-8.73548e+004,-3.55157e+002,-4.81539e-001,4.43952e-001,1.80653e+001,8.56595e+000,1.67408e+000,1,3.00000e+002,-1.70000e+003,0.00000e+000,0.00000e+000
-8.73388e+004,-3.54940e+002,-4.11040e-001,3.10856e-001,1.80909e+001,8.56888e+000,1.67542e+000,1,3.04000e+002,-1.69600e+003,0.00000e+000,0.00000e+000
-8.73228e+004,-3.54722e+002,-3.40541e-001,1.77759e-001,1.81165e+001,8.57181e+000,1.67676e+000,1,3.08000e+002,-1.69200e+003,0.00000e+000,0.00000e+000
-8.73067e+004,-3.54505e+002,-2.70042e-001,4.46622e-002,1.81421e+001,8.57475e+000,1.67809e+000,1,3.12000e+002,-1.68800e+003,0.00000e+000,0.00000e+000
-8.72907e+004,-3.54287e+002,-1.99543e-001,-8.84345e-002,1.81677e+001,8.57768e+000,1.67943e+000,1,3.16000e+002,-1.68400e+003,0.00000e+000,0.00000e+000
-8.72746e+004,-3.54070e+002,-1.29044e-001,-2.21531e-001,1.81932e+001,8.58061e+000,1.68077e+000,1,3.20000e+002,-1.68000e+003,0.00000e+000,0.00000e+000
-8.72607e+004,-3.54059e+002,-1.38338e-001,-2.22542e-001,1.81798e+001,8.56724e+000,1.68200e+000,1,3.24000e+002,-1.67600e+003,0.00000e+000,0.00000e+000
-8.72468e+004,-3.54048e+002,-1.47631e-001,-2.23553e-001,1.81664e+001,8.55387e+000,1.68324e+000,1,3.28000e+002,-1.67200e+003,0.00000e+000,0.00000e+000
-8.72329e+004,-3.54036e+002,-1.56925e-001,-2.24564e-001,1.81529e+001,8.54051e+000,1.68448e+000,1,3.32000e+002,-1.66800e+003,0.00000e+000,0.00000e+000
-8.72190e+004,-3.54025e+002,-1.66218e-001,-2.25575e-001,1.81395e+001,8.52714e+000,1.68572e+000,1,3.36000e+002,-1.66400e+003,0.00000e+000,0.00000e+000
-8.72051e+004,-3.54014e+002,-1.75512e-001,-2.26586e-001,1.81260e+001,8.51377e+000,1.68695e+000,1,3.40000e+002,-1.66000e+003,0.00000e+000,0.00000e+000
-8.71912e+004,-3.54003e+002,-1.84805e-001,-2.27597e-001,1.81126e+001,8.50041e+000,1.68819e+000,1,3.44000e+002,-1.65600e+003,0.00000e+000,0.00000e+000
-8.71773e+004,-3.53992e+002,-1.94099e-001,-2.28608e-001,1.80991e+001,8.48704e+000,1.68943e+000,1,3.48000e+002,-1.65200e+003,0.00000e+000,0.00000e+000
-8.71634e+004,-3.53980e+002,-2.03393e-001,-2.29619e-001,1.80857e+001,8.47367e+000,1.69067e+000,1,3.52000e+002,-1.64800e+003,0.00000e+000,0.00000e+000
-8.71495e+004,-3.53969e+002,-2.12686e-001,-2.30630e-001,1.80723e+001,8.46030e+000,1.69191e+000,1,3.56000e+002,-1.64400e+003,0.00000e+000,0.00000e+000
-8.71356e+004,-3.53958e+002,-2.21980e-001,-2.31641e-001,1.80588e+001,8.44694e+000,1.69314e+000,1,3.60000e+002,-1.64000e+003,0.00000e+000,0.00000e+000
-8.71218e+004,-3.53947e+002,-2.31273e-001,-2.32652e-001,1.80454e+001,8.43357e+000,1.69438e+000,1,3.64000e+002,-1.63600e+003,0.00000e+000,0.00000e+000
-8.71079e+004,-3.53935e+002,-2.40567e-001,-2.33663e-001,1.80319e+001,8.42020e+000,1.69562e+000,1,3.68000e+002,-1.63200e+003,0.00000e+000,0.00000e+000
-8.70940e+004,-3.53924e+002,-2.49860e-001,-2.34674e-001,1.80185e+001,8.40683e+000,1.69686e+000,1,3.72000e+002,-1.62800e+003,0.00000e+000,0.00000e+000
-8.70801e+004,-3.53913e+002,-2.59154e-001,-2.35685e-001,1.80051e+001,8.39347e+000,1.69809e+000,1,3.76000e+002,-1.62400e+003,0.00000e+000,0.00000e+000
-8.70662e+004,-3.53902e+002,-2.68447e-001,-2.36696e-001,1.79916e+001,8.38010e+000,1.69933e+000,1,3.80000e+002,-1.62000e+003,0.00000e+000,0.00000e+000
-8.70523e+004,-3.53891e+002,-2.77741e-001,-2.37707e-001,1.79782e+001,8.36673e+000,1.70057e+000,1,3.84000e+002,-1.61600e+003,0.00000e+000,0.00000e+000
-8.70384e+004,-3.53879e+002,-2.87034e-001,-2.38718e-001,1.79647e+001,8.35336e+000,1.70181e+000,1,3.88000e+002,-1.61200e+003,0.00000e+000,0.00000e+000
-8.70245e+004,-3.53868e+002,-2.96328e-001,-2.39729e-001,1.79513e+001,8.34000e+000,1.70305e+000,1,3.92000e+002,-1.60800e+003,0.00000e+000,0.00000e+000
-8.70106e+004,-3.53857e+002,-3.05621e-001,-2.40740e-001,1.79379e+001,8.32663e+000,1.70428e+000,1,3.96000e+002,-1.60400e+003,0.00000e+000,0.00000e+000
-8.69967e+004,-3.53846e+002,-3.14915e-001,-2.41751e-001,1.79244e+001,8.31326e+000,1.70552e+000,1,4.00000e+002,-1.60000e+003,0.00000e+000,0.00000e+000
-8.69886e+004,-3.53804e+002,-3.05651e-001,-2.68085e-001,1.79111e+001,8.29798e+000,1.70674e+000,1,4.04000e+002,-1.59600e+003,0.00000e+000,0.00000e+000
-8.69806e+004,-3.53762e+002,-2.96387e-001,-2.94419e-001,1.78978e+001,8.28270e+000,1.70796e+000,1,4.08000e+002,-1.59200e+003,0.00000e+000,0.00000e+000
-8.69726e+004,-3.53720e+002,-2.87123e-001,-3.20753e-001,1.78845e+001,8.26743e+000,1.70919e+000,1,4.12000e+002,-1.58800e+003,0.00000e+000,0.00000e+000
-8.69646e+004,-3.53678e+002,-2.77859e-001,-3.47086e-001,1.78712e+001,8.25215e+000,1.71041e+000,1,4.16000e+002,-1.58400e+003,0.00000e+000,0.00000e+000
-8.69565e+004,-3.53636e+002,-2.68595e-001,-3.73420e-001,1.78579e+001,8.23687e+000,1.71163e+000,1,4.20000e+002,-1.58000e+003,0.00000e+000,0.00000e+000
-8.69485e+004,-3.53594e+002,-2.59331e-001,-3.99754e-001,1.78446e+001,8.22159e+000,1.71285e+000,1,4.24000e+002,-1.57600e+003,0.00000e+000,0.00000e+000
-8.69405e+004,-3.53552e+002,-2.50067e-001,-4.26088e-001,1.78313e+001,8.20631e+000,1.71407e+000,1,4.28000e+002,-1.57200e+003,0.00000e+000,0.00000e+000
-8.69325e+004,-3.53510e+002,-2.40803e-001,-4.52421e-001,1.78180e+001,8.19103e+000,1.71529e+000,1,4.32000e+002,-1.56800e+003,0.00000e+000,0.00000e+000
-8.69244e+004,-3.53468e+002,-2.31539e-001,-4.78755e-001,1.78047e+001,8.17575e+000,1.71652e+000,1,4.36000e+002,-1.56400e+003,0.00000e+000,0.00000e+000
-8.69164e+004,-3.53426e+002,-2.22275e-001,-5.05089e-001,1.77914e+001,8.16047e+000,1.71774e+000,1,4.40000e+002,-1.56000e+003,0.00000e+000,0.00000e+000
-8.69084e+004,-3.53384e+002,-2.13012e-001,-5.31422e-001,1.77781e+001,8.14520e+000,1.71896e+000,1,4.44000e+002,-1.55600e+003,0.00000e+000,0.00000e+000
-8.69004e+004,-3.53342e+002,-2.03748e-001,-5.57756e-001,1.77648e+001,8.12992e+000,1.72018e+000,1,4.48000e+002,-1.55200e+003,0.00000e+000,0.00000e+000
-8.68923e+004,-3.53300e+002,-1.94484e-001,-5.84090e-001,1.77515e+001,8.11464e+000,1.72140e+000,1,4.52000e+002,-1.54800e+003,0.00000e+000,0.00000e+000
-8.68843e+004,-3.53258e+002,-1.85220e-001,-6.10424e-001,1.77382e+001,8.09936e+000,1.72262e+000,1,4.56000e+002,-1.54400e+003,0.00000e+000,0.00000e+000
-8.68763e+004,-3.53216e+002,-1.75956e-001,-6.36757e-001,1.77249e+001,8.08408e+000,1.72385e+000,1,4.60000e+002,-1.54000e+003,0.00000e+000,0.00000e+000
-8.68683e+004,-3.53174e+002,-1.66692e-001,-6.63091e-001,1.77116e+001,8.06880e+000,1.72507e+000,1,4.64000e+002,-1.53600e+003,0.00000e+000,0.00000e+000
-8.68603e+004,-3.53132e+002,-1.57428e-001,-6.89425e-001,1.76983e+001,8.05352e+000,1.72629e+000,1,4.68000e+002,-1.53200e+003,0.00000e+000,0.00000e+000
-8.68522e+004,-3.53090e+002,-1.48164e-001,-7.15759e-001,1.76850e+001,8.03824e+000,1.72751e+000,1,4.72000e+002,-1.52800e+003,0.00000e+000,0.00000e+000
-8.68442e+004,-3.53048e+002,-1.38900e-001,-7.42092e-001,1.76717e+001,8.02297e+000,1.72873e+000,1,4.76000e+002,-1.52400e+003,0.00000e+000,0.00000e+000
-8.68362e+004,-3.53006e+002,-1.29636e-001,-7.68426e-001,1.76584e+001,8.00769e+000,1.72995e+000,1,4.80000e+002,-1.52000e+003,0.00000e+000,0.00000e+000
-8.68306e+004,-3.52985e+002,-1.26849e-001,-7.77351e-001,1.76226e+001,7.98259e+000,1.73125e+000,1,4.84000e+002,-1.51600e+003,0.00000e+000,0.00000e+000
-8.68250e+004,-3.52965e+002,-1.24062e-001,-7.86276e-001,1.75868e+001,7.95749e+000,1.73255e+000,1,4.88000e+002,-1.51200e+003,0.00000e+000,0.00000e+000
-8.68194e+004,-3.52945e+002,-1.21275e-001,-7.95200e-001,1.75509e+001,7.93239e+000,1.73385e+000,1,4.92000e+002,-1.50800e+003,0.00000e+000,0.00000e+000
-8.68138e+004,-3.52925e+002,-1.18488e-001,-8.04125e-001,1.75151e+001,7.90729e+000,1.73515e+000,1,4.96000e+002,-1.50400e+003,0.00000e+000,0.00000e+000
-8.68083e+004,-3.52905e+002,-1.15701e-001,-8.13050e-001,1.74793e+001,7.88219e+000,1.73645e+000,1,5.00000e+002,-1.50000e+003,0.00000e+000,0.00000e+000
-8.68027e+004,-3.52885e+002,-1.12914e-001,-8.21975e-001,1.74434e+001,7.85709e+000,1.73775e+000,1,5.04000e+002,-1.49600e+003,0.00000e+000,0.00000e+000
-8.67971e+004,-3.52864e+002,-1.10127e-001,-8.30900e-001,1.74076e+001,7.83200e+000,1.73905e+000,1,5.08000e+002,-1.49200e+003,0.00000e+000,0.00000e+000
-8.67915e+004,-3.52844e+002,-1.07340e-001,-8.39824e-001,1.73718e+001,7.80690e+000,1.74034e+000,1,5.12000e+002,-1.48800e+003,0.00000e+000,0.00000e+000
-8.67859e+004,-3.52824e+002,-1.04553e-001,-8.48749e-001,1.73359e+001,7.78180e+000,1.74164e+000,1,5.16000e+002,-1.48400e+003,0.00000e+000,0.00000e+000
-8.67803e+004,-3.52804e+002,-1.01767e-001,-8.57674e-001,1.73001e+001,7.75670e+000,1.74294e+000,1,5.20000e+002,-1.48000e+003,0.00000e+000,0.00000e+000
-8.67748e+004,-3.52784e+002,-9.89795e-002,-8.66599e-001,1.72643e+001,7.73160e+000,1.74424e+000,1,5.24000e+002,-1.47600e+003,0.00000e+000,0.00000e+000
-8.67692e+004,-3.52764e+002,-9.61925e-002,-8.75523e-001,1.72284e+001,7.70650e+000,1.74554e+000,1,5.28000e+002,-1.47200e+003,0.00000e+000,0.00000e+000
-8.67636e+004,-3.52743e+002,-9.34055e-002,-8.84448e-001,1.71926e+001,7.68140e+000,1.74684e+000,1,5.32000e+002,-1.46800e+003,0.00000e+000,0.00000e+000
-8.67580e+004,-3.52723e+002,-9.06186e-002,-8.93373e-001,1.71568e+001,7.65630e+000,1.74814e+000,1,5.36000e+002,-1.46400e+003,0.00000e+000,0.00000e+000
-8.67524e+004,-3.52703e+002,-8.78316e-002,-9.02298e-001,1.71209e+001,7.63121e+000,1.74944e+000,1,5.40000e+002,-1.46000e+003,0.00000e+000,0.00000e+000
-8.67469e+004,-3.52683e+002,-8.50446e-002,-9.11223e-001,1.70851e+001,7.60611e+000,1.75074e+000,1,5.44000e+002,-1.45600e+003,0.00000e+000,0.00000e+000
-8.67413e+004,-3.52663e+002,-8.22576e-002,-9.20147e-001,1.70493e+001,7.58101e+000,1.75203e+000,1,5.48000e+002,-1.45200e+003,0.00000e+000,0.00000e+000
-8.67357e+004,-3.52642e+002,-7.94706e-002,-9.29072e-001,1.70134e+001,7.55591e+000,1.75333e+000,1,5.52000e+002,-1.44800e+003,0.00000e+000,0.00000e+000
-8.67301e+004,-3.52622e+002,-7.66836e-002,-9.37997e-001,1.69776e+001,7.53081e+000,1.75463e+000,1,5.56000e+002,-1.44400e+003,0.00000e+000,0.00000e+000
-8.67245e+004,-3.52602e+002,-7.38966e-002,-9.46922e-001,1.69418e+001,7.50571e+000,1.75593e+000,1,5.60000e+002,-1.44000e+003,0.00000e+000,0.00000e+000
-8.67206e+004,-3.52583e+002,-7.04792e-002,-9.55048e-001,1.69125e+001,7.48768e+000,1.75690e+000,1,5.64000e+002,-1.43600e+003,0.00000e+000,0.00000e+000
-8.67168e+004,-3.52563e+002,-6.70617e-002,-9.63175e-001,1.68833e+001,7.46964e+000,1.75787e+000,1,5.68000e+002,-1.43200e+003,0.00000e+000,0.00000e+000
-8.67129e+004,-3.52544e+002,-6.36442e-002,-9.71301e-001,1.68540e+001,7.45160e+000,1.75884e+000,1,5.72000e+002,-1.42800e+003,0.00000e+000,0.00000e+000
-8.67091e+004,-3.52525e+002,-6.02268e-002,-9.79428e-001,1.68248e+001,7.43357e+000,1.75981e+000,1,5.76000e+002,-1.42400e+003,0.00000e+000,0.00000e+000
-8.67052e+004,-3.52506e+002,-5.68093e-002,-9.87554e-001,1.67956e+001,7.41553e+000,1.76078e+000,1,5.80000e+002,-1.42000e+003,0.00000e+000,0.00000e+000
-8.67013e+004,-3.52486e+002,-5.33918e-002,-9.95681e-001,1.67663e+001,7.39749e+000,1.76175e+000,1,5.84000e+002,-1.41600e+003,0.00000e+000,0.00000e+000
