"p","U:0","U:1","U:2","k","nut","omega","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-8.33655e+004,-3.06932e+002,1.55432e+000,3.09606e+000,3.80135e+000,1.84126e+000,1.29506e+000,1,4.68000e+002,-1.53200e+003,0.00000e+000,0.00000e+000
-8.33920e+004,-3.06919e+002,1.46493e+000,3.09617e+000,3.80316e+000,1.83981e+000,1.29662e+000,1,4.72000e+002,-1.52800e+003,0.00000e+000,0.00000e+000
-8.34185e+004,-3.06907e+002,1.37555e+000,3.09627e+000,3.80497e+000,1.83836e+000,1.29818e+000,1,4.76000e+002,-1.52400e+003,0.00000e+000,0.00000e+000
-8.34449e+004,-3.06894e+002,1.28616e+000,3.09638e+000,3.80678e+000,1.83691e+000,1.29974e+000,1,4.80000e+002,-1.52000e+003,0.00000e+000,0.00000e+000
-8.34678e+004,-3.06899e+002,1.27852e+000,3.04163e+000,3.80188e+000,1.83223e+000,1.30159e+000,1,4.84000e+002,-1.51600e+003,0.00000e+000,0.00000e+000
-8.34906e+004,-3.06904e+002,1.27087e+000,2.98689e+000,3.79699e+000,1.82755e+000,1.30343e+000,1,4.88000e+002,-1.51200e+003,0.00000e+000,0.00000e+000
-8.35134e+004,-3.06909e+002,1.26323e+000,2.93214e+000,3.79210e+000,1.82286e+000,1.30527e+000,1,4.92000e+002,-1.50800e+003,0.00000e+000,0.00000e+000
-8.35362e+004,-3.06914e+002,1.25559e+000,2.87739e+000,3.78720e+000,1.81818e+000,1.30711e+000,1,4.96000e+002,-1.50400e+003,0.00000e+000,0.00000e+000
-8.35590e+004,-3.06918e+002,1.24795e+000,2.82265e+000,3.78231e+000,1.81350e+000,1.30896e+000,1,5.00000e+002,-1.50000e+003,0.00000e+000,0.00000e+000
-8.35818e+004,-3.06923e+002,1.24030e+000,2.76790e+000,3.77742e+000,1.80882e+000,1.31080e+000,1,5.04000e+002,-1.49600e+003,0.00000e+000,0.00000e+000
-8.36046e+004,-3.06928e+002,1.23266e+000,2.71315e+000,3.77252e+000,1.80413e+000,1.31264e+000,1,5.08000e+002,-1.49200e+003,0.00000e+000,0.00000e+000
-8.36275e+004,-3.06933e+002,1.22502e+000,2.65840e+000,3.76763e+000,1.79945e+000,1.31448e+000,1,5.12000e+002,-1.48800e+003,0.00000e+000,0.00000e+000
-8.36503e+004,-3.06938e+002,1.21738e+000,2.60366e+000,3.76274e+000,1.79477e+000,1.31633e+000,1,5.16000e+002,-1.48400e+003,0.00000e+000,0.00000e+000
-8.36731e+004,-3.06943e+002,1.20973e+000,2.54891e+000,3.75784e+000,1.79009e+000,1.31817e+000,1,5.20000e+002,-1.48000e+003,0.00000e+000,0.00000e+000
-8.36959e+004,-3.06948e+002,1.20209e+000,2.49416e+000,3.75295e+000,1.78540e+000,1.32001e+000,1,5.24000e+002,-1.47600e+003,0.00000e+000,0.00000e+000
-8.37187e+004,-3.06953e+002,1.19445e+000,2.43941e+000,3.74806e+000,1.78072e+000,1.32185e+000,1,5.28000e+002,-1.47200e+003,0.00000e+000,0.00000e+000
-8.37415e+004,-3.06958e+002,1.18681e+000,2.38467e+000,3.74316e+000,1.77604e+000,1.32370e+000,1,5.32000e+002,-1.46800e+003,0.00000e+000,0.00000e+000
-8.37643e+004,-3.06963e+002,1.17916e+000,2.32992e+000,3.73827e+000,1.77135e+000,1.32554e+000,1,5.36000e+002,-1.46400e+003,0.00000e+000,0.00000e+000
-8.37871e+004,-3.06968e+002,1.17152e+000,2.27517e+000,3.73338e+000,1.76667e+000,1.32738e+000,1,5.40000e+002,-1.46000e+003,0.00000e+000,0.00000e+000
-8.38100e+004,-3.06972e+002,1.16388e+000,2.22043e+000,3.72848e+000,1.76199e+000,1.32922e+000,1,5.44000e+002,-1.45600e+003,0.00000e+000,0.00000e+000
-8.38328e+004,-3.06977e+002,1.15624e+000,2.16568e+000,3.72359e+000,1.75731e+000,1.33107e+000,1,5.48000e+002,-1.45200e+003,0.00000e+000,0.00000e+000
-8.38556e+004,-3.06982e+002,1.14859e+000,2.11093e+000,3.71870e+000,1.75262e+000,1.33291e+000,1,5.52000e+002,-1.44800e+003,0.00000e+000,0.00000e+000
-8.38784e+004,-3.06987e+002,1.14095e+000,2.05618e+000,3.71380e+000,1.74794e+000,1.33475e+000,1,5.56000e+002,-1.44400e+003,0.00000e+000,0.00000e+000
-8.39012e+004,-3.06992e+002,1.13331e+000,2.00144e+000,3.70891e+000,1.74326e+000,1.33659e+000,1,5.60000e+002,-1.44000e+003,0.00000e+000,0.00000e+000
-8.39177e+004,-3.07022e+002,1.12796e+000,1.98131e+000,3.71230e+000,1.74208e+000,1.33785e+000,1,5.64000e+002,-1.43600e+003,0.00000e+000,0.00000e+000
-8.39342e+004,-3.07052e+002,1.12261e+000,1.96117e+000,3.71568e+000,1.74091e+000,1.33911e+000,1,5.68000e+002,-1.43200e+003,0.00000e+000,0.00000e+000
-8.39506e+004,-3.07082e+002,1.11726e+000,1.94104e+000,3.71907e+000,1.73974e+000,1.34037e+000,1,5.72000e+002,-1.42800e+003,0.00000e+000,0.00000e+000
-8.39671e+004,-3.07112e+002,1.11191e+000,1.92091e+000,3.72245e+000,1.73856e+000,1.34163e+000,1,5.76000e+002,-1.42400e+003,0.00000e+000,0.00000e+000
-8.39836e+004,-3.07142e+002,1.10657e+000,1.90078e+000,3.72584e+000,1.73739e+000,1.34289e+000,1,5.80000e+002,-1.42000e+003,0.00000e+000,0.00000e+000
-8.40001e+004,-3.07171e+002,1.10122e+000,1.88065e+000,3.72923e+000,1.73621e+000,1.34415e+000,1,5.84000e+002,-1.41600e+003,0.00000e+000,0.00000e+000
-8.40165e+004,-3.07201e+002,1.09587e+000,1.86051e+000,3.73261e+000,1.73504e+000,1.34541e+000,1,5.88000e+002,-1.41200e+003,0.00000e+000,0.00000e+000
