"p","U:0","U:1","U:2","k","nut","omega","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-9.21336e+004,-3.08105e+002,4.34053e+000,5.92265e+000,5.07993e+000,1.17130e+000,3.45489e+000,1,1.24000e+002,-1.87600e+003,0.00000e+000,0.00000e+000
-9.22248e+004,-3.07480e+002,3.35623e+000,4.38789e+000,5.04564e+000,1.17721e+000,3.38983e+000,1,1.28000e+002,-1.87200e+003,0.00000e+000,0.00000e+000
-9.23160e+004,-3.06855e+002,2.37193e+000,2.85312e+000,5.01134e+000,1.18312e+000,3.32476e+000,1,1.32000e+002,-1.86800e+003,0.00000e+000,0.00000e+000
-9.24073e+004,-3.06230e+002,1.38763e+000,1.31836e+000,4.97704e+000,1.18903e+000,3.25970e+000,1,1.36000e+002,-1.86400e+003,0.00000e+000,0.00000e+000
-9.24985e+004,-3.05605e+002,4.03332e-001,-2.16408e-001,4.94274e+000,1.19495e+000,3.19464e+000,1,1.40000e+002,-1.86000e+003,0.00000e+000,0.00000e+000
-9.25898e+004,-3.04980e+002,-5.80968e-001,-1.75117e+000,4.90844e+000,1.20086e+000,3.12957e+000,1,1.44000e+002,-1.85600e+003,0.00000e+000,0.00000e+000
-9.26810e+004,-3.04355e+002,-1.56527e+000,-3.28594e+000,4.87415e+000,1.20677e+000,3.06451e+000,1,1.48000e+002,-1.85200e+003,0.00000e+000,0.00000e+000
-9.27722e+004,-3.03730e+002,-2.54957e+000,-4.82070e+000,4.83985e+000,1.21268e+000,2.99944e+000,1,1.52000e+002,-1.84800e+003,0.00000e+000,0.00000e+000
-9.28635e+004,-3.03105e+002,-3.53387e+000,-6.35547e+000,4.80555e+000,1.21859e+000,2.93438e+000,1,1.56000e+002,-1.84400e+003,0.00000e+000,0.00000e+000
-9.29547e+004,-3.02480e+002,-4.51817e+000,-7.89023e+000,4.77125e+000,1.22450e+000,2.86932e+000,1,1.60000e+002,-1.84000e+003,0.00000e+000,0.00000e+000
-9.28519e+004,-3.02941e+002,-4.31035e+000,-7.38326e+000,4.80575e+000,1.22755e+000,2.87472e+000,1,1.64000e+002,-1.83600e+003,0.00000e+000,0.00000e+000
-9.27490e+004,-3.03402e+002,-4.10254e+000,-6.87628e+000,4.84025e+000,1.23060e+000,2.88012e+000,1,1.68000e+002,-1.83200e+003,0.00000e+000,0.00000e+000
-9.26462e+004,-3.03863e+002,-3.89472e+000,-6.36931e+000,4.87474e+000,1.23365e+000,2.88551e+000,1,1.72000e+002,-1.82800e+003,0.00000e+000,0.00000e+000
-9.25434e+004,-3.04324e+002,-3.68691e+000,-5.86233e+000,4.90924e+000,1.23670e+000,2.89091e+000,1,1.76000e+002,-1.82400e+003,0.00000e+000,0.00000e+000
-9.24405e+004,-3.04785e+002,-3.47910e+000,-5.35535e+000,4.94373e+000,1.23975e+000,2.89631e+000,1,1.80000e+002,-1.82000e+003,0.00000e+000,0.00000e+000
-9.23377e+004,-3.05246e+002,-3.27128e+000,-4.84838e+000,4.97823e+000,1.24280e+000,2.90171e+000,1,1.84000e+002,-1.81600e+003,0.00000e+000,0.00000e+000
-9.22348e+004,-3.05707e+002,-3.06347e+000,-4.34140e+000,5.01272e+000,1.24585e+000,2.90711e+000,1,1.88000e+002,-1.81200e+003,0.00000e+000,0.00000e+000
-9.21320e+004,-3.06168e+002,-2.85565e+000,-3.83443e+000,5.04722e+000,1.24890e+000,2.91251e+000,1,1.92000e+002,-1.80800e+003,0.00000e+000,0.00000e+000
-9.20292e+004,-3.06629e+002,-2.64784e+000,-3.32745e+000,5.08172e+000,1.25195e+000,2.91791e+000,1,1.96000e+002,-1.80400e+003,0.00000e+000,0.00000e+000
-9.19263e+004,-3.07090e+002,-2.44002e+000,-2.82047e+000,5.11621e+000,1.25500e+000,2.92331e+000,1,2.00000e+002,-1.80000e+003,0.00000e+000,0.00000e+000
-9.18235e+004,-3.07551e+002,-2.23221e+000,-2.31350e+000,5.15071e+000,1.25805e+000,2.92871e+000,1,2.04000e+002,-1.79600e+003,0.00000e+000,0.00000e+000
-9.17206e+004,-3.08012e+002,-2.02440e+000,-1.80652e+000,5.18520e+000,1.26110e+000,2.93411e+000,1,2.08000e+002,-1.79200e+003,0.00000e+000,0.00000e+000
-9.16178e+004,-3.08473e+002,-1.81658e+000,-1.29955e+000,5.21970e+000,1.26415e+000,2.93951e+000,1,2.12000e+002,-1.78800e+003,0.00000e+000,0.00000e+000
-9.15150e+004,-3.08934e+002,-1.60877e+000,-7.92570e-001,5.25420e+000,1.26719e+000,2.94491e+000,1,2.16000e+002,-1.78400e+003,0.00000e+000,0.00000e+000
-9.14121e+004,-3.09395e+002,-1.40095e+000,-2.85594e-001,5.28869e+000,1.27024e+000,2.95031e+000,1,2.20000e+002,-1.78000e+003,0.00000e+000,0.00000e+000
-9.13093e+004,-3.09856e+002,-1.19314e+000,2.21382e-001,5.32319e+000,1.27329e+000,2.95571e+000,1,2.24000e+002,-1.77600e+003,0.00000e+000,0.00000e+000
-9.12065e+004,-3.10317e+002,-9.85324e-001,7.28358e-001,5.35768e+000,1.27634e+000,2.96111e+000,1,2.28000e+002,-1.77200e+003,0.00000e+000,0.00000e+000
-9.11036e+004,-3.10778e+002,-7.77510e-001,1.23533e+000,5.39218e+000,1.27939e+000,2.96651e+000,1,2.32000e+002,-1.76800e+003,0.00000e+000,0.00000e+000
-9.10008e+004,-3.11239e+002,-5.69696e-001,1.74231e+000,5.42668e+000,1.28244e+000,2.97191e+000,1,2.36000e+002,-1.76400e+003,0.00000e+000,0.00000e+000
-9.08979e+004,-3.11700e+002,-3.61881e-001,2.24929e+000,5.46117e+000,1.28549e+000,2.97731e+000,1,2.40000e+002,-1.76000e+003,0.00000e+000,0.00000e+000
-9.08247e+004,-3.11436e+002,-4.15272e-001,2.11427e+000,5.49761e+000,1.29148e+000,2.97867e+000,1,2.44000e+002,-1.75600e+003,0.00000e+000,0.00000e+000
-9.07514e+004,-3.11172e+002,-4.68663e-001,1.97925e+000,5.53405e+000,1.29747e+000,2.98003e+000,1,2.48000e+002,-1.75200e+003,0.00000e+000,0.00000e+000
-9.06781e+004,-3.10908e+002,-5.22054e-001,1.84423e+000,5.57049e+000,1.30346e+000,2.98139e+000,1,2.52000e+002,-1.74800e+003,0.00000e+000,0.00000e+000
-9.06049e+004,-3.10644e+002,-5.75444e-001,1.70921e+000,5.60693e+000,1.30945e+000,2.98275e+000,1,2.56000e+002,-1.74400e+003,0.00000e+000,0.00000e+000
-9.05316e+004,-3.10380e+002,-6.28835e-001,1.57419e+000,5.64336e+000,1.31544e+000,2.98411e+000,1,2.60000e+002,-1.74000e+003,0.00000e+000,0.00000e+000
-9.04583e+004,-3.10116e+002,-6.82226e-001,1.43918e+000,5.67980e+000,1.32143e+000,2.98547e+000,1,2.64000e+002,-1.73600e+003,0.00000e+000,0.00000e+000
-9.03851e+004,-3.09852e+002,-7.35617e-001,1.30416e+000,5.71624e+000,1.32742e+000,2.98683e+000,1,2.68000e+002,-1.73200e+003,0.00000e+000,0.00000e+000
-9.03118e+004,-3.09588e+002,-7.89008e-001,1.16914e+000,5.75268e+000,1.33341e+000,2.98819e+000,1,2.72000e+002,-1.72800e+003,0.00000e+000,0.00000e+000
-9.02385e+004,-3.09324e+002,-8.42398e-001,1.03412e+000,5.78912e+000,1.33940e+000,2.98956e+000,1,2.76000e+002,-1.72400e+003,0.00000e+000,0.00000e+000
-9.01653e+004,-3.09060e+002,-8.95789e-001,8.99103e-001,5.82556e+000,1.34539e+000,2.99092e+000,1,2.80000e+002,-1.72000e+003,0.00000e+000,0.00000e+000
-9.00920e+004,-3.08796e+002,-9.49180e-001,7.64085e-001,5.86199e+000,1.35138e+000,2.99228e+000,1,2.84000e+002,-1.71600e+003,0.00000e+000,0.00000e+000
-9.00188e+004,-3.08532e+002,-1.00257e+000,6.29067e-001,5.89843e+000,1.35737e+000,2.99364e+000,1,2.88000e+002,-1.71200e+003,0.00000e+000,0.00000e+000
-8.99455e+004,-3.08268e+002,-1.05596e+000,4.94048e-001,5.93487e+000,1.36336e+000,2.99500e+000,1,2.92000e+002,-1.70800e+003,0.00000e+000,0.00000e+000
-8.98722e+004,-3.08004e+002,-1.10935e+000,3.59030e-001,5.97131e+000,1.36935e+000,2.99636e+000,1,2.96000e+002,-1.70400e+003,0.00000e+000,0.00000e+000
-8.97990e+004,-3.07740e+002,-1.16274e+000,2.24012e-001,6.00775e+000,1.37534e+000,2.99772e+000,1,3.00000e+002,-1.70000e+003,0.00000e+000,0.00000e+000
-8.97257e+004,-3.07475e+002,-1.21613e+000,8.89935e-002,6.04419e+000,1.38133e+000,2.99908e+000,1,3.04000e+002,-1.69600e+003,0.00000e+000,0.00000e+000
-8.96524e+004,-3.07211e+002,-1.26952e+000,-4.60248e-002,6.08062e+000,1.38732e+000,3.00044e+000,1,3.08000e+002,-1.69200e+003,0.00000e+000,0.00000e+000
-8.95792e+004,-3.06947e+002,-1.32292e+000,-1.81043e-001,6.11706e+000,1.39331e+000,3.00180e+000,1,3.12000e+002,-1.68800e+003,0.00000e+000,0.00000e+000
-8.95059e+004,-3.06683e+002,-1.37631e+000,-3.16061e-001,6.15350e+000,1.39930e+000,3.00316e+000,1,3.16000e+002,-1.68400e+003,0.00000e+000,0.00000e+000
-8.94326e+004,-3.06419e+002,-1.42970e+000,-4.51080e-001,6.18994e+000,1.40529e+000,3.00452e+000,1,3.20000e+002,-1.68000e+003,0.00000e+000,0.00000e+000
-8.93822e+004,-3.06498e+002,-1.40572e+000,-4.07239e-001,6.19117e+000,1.40450e+000,3.00407e+000,1,3.24000e+002,-1.67600e+003,0.00000e+000,0.00000e+000
-8.93319e+004,-3.06576e+002,-1.38175e+000,-3.63399e-001,6.19240e+000,1.40371e+000,3.00362e+000,1,3.28000e+002,-1.67200e+003,0.00000e+000,0.00000e+000
-8.92815e+004,-3.06655e+002,-1.35777e+000,-3.19559e-001,6.19364e+000,1.40292e+000,3.00317e+000,1,3.32000e+002,-1.66800e+003,0.00000e+000,0.00000e+000
-8.92311e+004,-3.06733e+002,-1.33380e+000,-2.75719e-001,6.19487e+000,1.40213e+000,3.00272e+000,1,3.36000e+002,-1.66400e+003,0.00000e+000,0.00000e+000
-8.91807e+004,-3.06812e+002,-1.30982e+000,-2.31879e-001,6.19610e+000,1.40134e+000,3.00226e+000,1,3.40000e+002,-1.66000e+003,0.00000e+000,0.00000e+000
-8.91303e+004,-3.06891e+002,-1.28585e+000,-1.88038e-001,6.19733e+000,1.40055e+000,3.00181e+000,1,3.44000e+002,-1.65600e+003,0.00000e+000,0.00000e+000
-8.90799e+004,-3.06969e+002,-1.26187e+000,-1.44198e-001,6.19857e+000,1.39976e+000,3.00136e+000,1,3.48000e+002,-1.65200e+003,0.00000e+000,0.00000e+000
-8.90295e+004,-3.07048e+002,-1.23790e+000,-1.00358e-001,6.19980e+000,1.39897e+000,3.00091e+000,1,3.52000e+002,-1.64800e+003,0.00000e+000,0.00000e+000
-8.89791e+004,-3.07126e+002,-1.21392e+000,-5.65179e-002,6.20103e+000,1.39818e+000,3.00046e+000,1,3.56000e+002,-1.64400e+003,0.00000e+000,0.00000e+000
-8.89288e+004,-3.07205e+002,-1.18995e+000,-1.26777e-002,6.20226e+000,1.39739e+000,3.00000e+000,1,3.60000e+002,-1.64000e+003,0.00000e+000,0.00000e+000
-8.88784e+004,-3.07283e+002,-1.16597e+000,3.11625e-002,6.20350e+000,1.39659e+000,2.99955e+000,1,3.64000e+002,-1.63600e+003,0.00000e+000,0.00000e+000
-8.88280e+004,-3.07362e+002,-1.14200e+000,7.50027e-002,6.20473e+000,1.39580e+000,2.99910e+000,1,3.68000e+002,-1.63200e+003,0.00000e+000,0.00000e+000
-8.87776e+004,-3.07441e+002,-1.11802e+000,1.18843e-001,6.20596e+000,1.39501e+000,2.99865e+000,1,3.72000e+002,-1.62800e+003,0.00000e+000,0.00000e+000
-8.87272e+004,-3.07519e+002,-1.09405e+000,1.62683e-001,6.20719e+000,1.39422e+000,2.99820e+000,1,3.76000e+002,-1.62400e+003,0.00000e+000,0.00000e+000
-8.86768e+004,-3.07598e+002,-1.07007e+000,2.06523e-001,6.20843e+000,1.39343e+000,2.99774e+000,1,3.80000e+002,-1.62000e+003,0.00000e+000,0.00000e+000
-8.86265e+004,-3.07676e+002,-1.04610e+000,2.50363e-001,6.20966e+000,1.39264e+000,2.99729e+000,1,3.84000e+002,-1.61600e+003,0.00000e+000,0.00000e+000
-8.85761e+004,-3.07755e+002,-1.02212e+000,2.94204e-001,6.21089e+000,1.39185e+000,2.99684e+000,1,3.88000e+002,-1.61200e+003,0.00000e+000,0.00000e+000
-8.85257e+004,-3.07833e+002,-9.98145e-001,3.38044e-001,6.21212e+000,1.39106e+000,2.99639e+000,1,3.92000e+002,-1.60800e+003,0.00000e+000,0.00000e+000
-8.84753e+004,-3.07912e+002,-9.74170e-001,3.81884e-001,6.21336e+000,1.39027e+000,2.99594e+000,1,3.96000e+002,-1.60400e+003,0.00000e+000,0.00000e+000
-8.84249e+004,-3.07990e+002,-9.50195e-001,4.25724e-001,6.21459e+000,1.38948e+000,2.99548e+000,1,4.00000e+002,-1.60000e+003,0.00000e+000,0.00000e+000
-8.83960e+004,-3.07950e+002,-9.42924e-001,4.30723e-001,6.22567e+000,1.39083e+000,2.99713e+000,1,4.04000e+002,-1.59600e+003,0.00000e+000,0.00000e+000
-8.83670e+004,-3.07909e+002,-9.35653e-001,4.35721e-001,6.23674e+000,1.39217e+000,2.99878e+000,1,4.08000e+002,-1.59200e+003,0.00000e+000,0.00000e+000
-8.83380e+004,-3.07869e+002,-9.28381e-001,4.40720e-001,6.24782e+000,1.39352e+000,3.00043e+000,1,4.12000e+002,-1.58800e+003,0.00000e+000,0.00000e+000
-8.83091e+004,-3.07828e+002,-9.21110e-001,4.45718e-001,6.25890e+000,1.39487e+000,3.00208e+000,1,4.16000e+002,-1.58400e+003,0.00000e+000,0.00000e+000
-8.82801e+004,-3.07788e+002,-9.13839e-001,4.50717e-001,6.26998e+000,1.39622e+000,3.00373e+000,1,4.20000e+002,-1.58000e+003,0.00000e+000,0.00000e+000
-8.82512e+004,-3.07747e+002,-9.06568e-001,4.55715e-001,6.28106e+000,1.39757e+000,3.00538e+000,1,4.24000e+002,-1.57600e+003,0.00000e+000,0.00000e+000
-8.82222e+004,-3.07707e+002,-8.99297e-001,4.60714e-001,6.29213e+000,1.39892e+000,3.00703e+000,1,4.28000e+002,-1.57200e+003,0.00000e+000,0.00000e+000
-8.81933e+004,-3.07667e+002,-8.92026e-001,4.65712e-001,6.30321e+000,1.40027e+000,3.00867e+000,1,4.32000e+002,-1.56800e+003,0.00000e+000,0.00000e+000
-8.81643e+004,-3.07626e+002,-8.84755e-001,4.70711e-001,6.31429e+000,1.40161e+000,3.01032e+000,1,4.36000e+002,-1.56400e+003,0.00000e+000,0.00000e+000
-8.81354e+004,-3.07586e+002,-8.77483e-001,4.75709e-001,6.32537e+000,1.40296e+000,3.01197e+000,1,4.40000e+002,-1.56000e+003,0.00000e+000,0.00000e+000
-8.81064e+004,-3.07545e+002,-8.70212e-001,4.80708e-001,6.33644e+000,1.40431e+000,3.01362e+000,1,4.44000e+002,-1.55600e+003,0.00000e+000,0.00000e+000
-8.80775e+004,-3.07505e+002,-8.62941e-001,4.85706e-001,6.34752e+000,1.40566e+000,3.01527e+000,1,4.48000e+002,-1.55200e+003,0.00000e+000,0.00000e+000
-8.80485e+004,-3.07464e+002,-8.55670e-001,4.90705e-001,6.35860e+000,1.40701e+000,3.01692e+000,1,4.52000e+002,-1.54800e+003,0.00000e+000,0.00000e+000
-8.80196e+004,-3.07424e+002,-8.48399e-001,4.95703e-001,6.36968e+000,1.40836e+000,3.01857e+000,1,4.56000e+002,-1.54400e+003,0.00000e+000,0.00000e+000
-8.79906e+004,-3.07383e+002,-8.41128e-001,5.00702e-001,6.38076e+000,1.40970e+000,3.02022e+000,1,4.60000e+002,-1.54000e+003,0.00000e+000,0.00000e+000
-8.79617e+004,-3.07343e+002,-8.33857e-001,5.05700e-001,6.39183e+000,1.41105e+000,3.02186e+000,1,4.64000e+002,-1.53600e+003,0.00000e+000,0.00000e+000
-8.79327e+004,-3.07302e+002,-8.26585e-001,5.10699e-001,6.40291e+000,1.41240e+000,3.02351e+000,1,4.68000e+002,-1.53200e+003,0.00000e+000,0.00000e+000
-8.79038e+004,-3.07262e+002,-8.19314e-001,5.15697e-001,6.41399e+000,1.41375e+000,3.02516e+000,1,4.72000e+002,-1.52800e+003,0.00000e+000,0.00000e+000
-8.78748e+004,-3.07221e+002,-8.12043e-001,5.20696e-001,6.42507e+000,1.41510e+000,3.02681e+000,1,4.76000e+002,-1.52400e+003,0.00000e+000,0.00000e+000
-8.78458e+004,-3.07181e+002,-8.04772e-001,5.25694e-001,6.43614e+000,1.41645e+000,3.02846e+000,1,4.80000e+002,-1.52000e+003,0.00000e+000,0.00000e+000
-8.78272e+004,-3.07180e+002,-7.99073e-001,5.36861e-001,6.46577e+000,1.42025e+000,3.03100e+000,1,4.84000e+002,-1.51600e+003,0.00000e+000,0.00000e+000
-8.78086e+004,-3.07180e+002,-7.93374e-001,5.48028e-001,6.49539e+000,1.42406e+000,3.03355e+000,1,4.88000e+002,-1.51200e+003,0.00000e+000,0.00000e+000
-8.77900e+004,-3.07179e+002,-7.87675e-001,5.59195e-001,6.52501e+000,1.42787e+000,3.03609e+000,1,4.92000e+002,-1.50800e+003,0.00000e+000,0.00000e+000
-8.77714e+004,-3.07179e+002,-7.81976e-001,5.70361e-001,6.55464e+000,1.43168e+000,3.03863e+000,1,4.96000e+002,-1.50400e+003,0.00000e+000,0.00000e+000
-8.77528e+004,-3.07178e+002,-7.76277e-001,5.81528e-001,6.58426e+000,1.43549e+000,3.04118e+000,1,5.00000e+002,-1.50000e+003,0.00000e+000,0.00000e+000
-8.77342e+004,-3.07178e+002,-7.70578e-001,5.92695e-001,6.61388e+000,1.43930e+000,3.04372e+000,1,5.04000e+002,-1.49600e+003,0.00000e+000,0.00000e+000
-8.77156e+004,-3.07177e+002,-7.64879e-001,6.03861e-001,6.64350e+000,1.44310e+000,3.04626e+000,1,5.08000e+002,-1.49200e+003,0.00000e+000,0.00000e+000
-8.76970e+004,-3.07177e+002,-7.59179e-001,6.15028e-001,6.67313e+000,1.44691e+000,3.04881e+000,1,5.12000e+002,-1.48800e+003,0.00000e+000,0.00000e+000
-8.76784e+004,-3.07176e+002,-7.53480e-001,6.26195e-001,6.70275e+000,1.45072e+000,3.05135e+000,1,5.16000e+002,-1.48400e+003,0.00000e+000,0.00000e+000
-8.76598e+004,-3.07176e+002,-7.47781e-001,6.37361e-001,6.73237e+000,1.45453e+000,3.05389e+000,1,5.20000e+002,-1.48000e+003,0.00000e+000,0.00000e+000
-8.76412e+004,-3.07175e+002,-7.42082e-001,6.48528e-001,6.76199e+000,1.45834e+000,3.05644e+000,1,5.24000e+002,-1.47600e+003,0.00000e+000,0.00000e+000
-8.76226e+004,-3.07175e+002,-7.36383e-001,6.59695e-001,6.79162e+000,1.46215e+000,3.05898e+000,1,5.28000e+002,-1.47200e+003,0.00000e+000,0.00000e+000
-8.76040e+004,-3.07174e+002,-7.30684e-001,6.70861e-001,6.82124e+000,1.46595e+000,3.06152e+000,1,5.32000e+002,-1.46800e+003,0.00000e+000,0.00000e+000
-8.75853e+004,-3.07174e+002,-7.24985e-001,6.82028e-001,6.85086e+000,1.46976e+000,3.06407e+000,1,5.36000e+002,-1.46400e+003,0.00000e+000,0.00000e+000
-8.75667e+004,-3.07173e+002,-7.19286e-001,6.93195e-001,6.88048e+000,1.47357e+000,3.06661e+000,1,5.40000e+002,-1.46000e+003,0.00000e+000,0.00000e+000
-8.75481e+004,-3.07173e+002,-7.13587e-001,7.04361e-001,6.91011e+000,1.47738e+000,3.06915e+000,1,5.44000e+002,-1.45600e+003,0.00000e+000,0.00000e+000
-8.75295e+004,-3.07172e+002,-7.07888e-001,7.15528e-001,6.93973e+000,1.48119e+000,3.07170e+000,1,5.48000e+002,-1.45200e+003,0.00000e+000,0.00000e+000
-8.75109e+004,-3.07172e+002,-7.02189e-001,7.26695e-001,6.96935e+000,1.48500e+000,3.07424e+000,1,5.52000e+002,-1.44800e+003,0.00000e+000,0.00000e+000
-8.74923e+004,-3.07171e+002,-6.96490e-001,7.37862e-001,6.99897e+000,1.48880e+000,3.07678e+000,1,5.56000e+002,-1.44400e+003,0.00000e+000,0.00000e+000
-8.74737e+004,-3.07171e+002,-6.90791e-001,7.49028e-001,7.02860e+000,1.49261e+000,3.07933e+000,1,5.60000e+002,-1.44000e+003,0.00000e+000,0.00000e+000
-8.74616e+004,-3.07158e+002,-6.88144e-001,7.59131e-001,7.06693e+000,1.49833e+000,3.07948e+000,1,5.64000e+002,-1.43600e+003,0.00000e+000,0.00000e+000
-8.74496e+004,-3.07146e+002,-6.85497e-001,7.69234e-001,7.10527e+000,1.50404e+000,3.07964e+000,1,5.68000e+002,-1.43200e+003,0.00000e+000,0.00000e+000
-8.74375e+004,-3.07133e+002,-6.82850e-001,7.79337e-001,7.14360e+000,1.50975e+000,3.07980e+000,1,5.72000e+002,-1.42800e+003,0.00000e+000,0.00000e+000
-8.74255e+004,-3.07121e+002,-6.80203e-001,7.89440e-001,7.18194e+000,1.51547e+000,3.07995e+000,1,5.76000e+002,-1.42400e+003,0.00000e+000,0.00000e+000
-8.74134e+004,-3.07108e+002,-6.77556e-001,7.99543e-001,7.22027e+000,1.52118e+000,3.08011e+000,1,5.80000e+002,-1.42000e+003,0.00000e+000,0.00000e+000
-8.74014e+004,-3.07096e+002,-6.74910e-001,8.09646e-001,7.25861e+000,1.52690e+000,3.08027e+000,1,5.84000e+002,-1.41600e+003,0.00000e+000,0.00000e+000
